problem,pRef_method,ps_budget,ps_population,metrics,depth,order
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,17
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,16
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,5
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,5
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,5
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance,0,1
SAT_L,ACO,5000,100,simplicity variance,1,4
SAT_L,ACO,5000,100,simplicity variance,1,2
SAT_L,ACO,5000,100,simplicity variance,2,4
SAT_L,ACO,5000,100,simplicity variance,2,1
SAT_L,ACO,5000,100,simplicity variance,2,4
SAT_L,ACO,5000,100,simplicity variance,2,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,0,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,1,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,1,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,ACO,5000,100,simplicity variance,0,3
SAT_L,ACO,5000,100,simplicity variance,1,5
SAT_L,ACO,5000,100,simplicity variance,1,3
SAT_L,ACO,5000,100,simplicity variance,2,5
SAT_L,ACO,5000,100,simplicity variance,2,3
SAT_L,ACO,5000,100,simplicity variance,2,2
SAT_L,ACO,5000,100,simplicity variance,2,2
SAT_L,ACO,5000,100,simplicity variance,3,6
SAT_L,ACO,5000,100,simplicity variance,3,3
SAT_L,ACO,5000,100,simplicity variance,3,7
SAT_L,ACO,5000,100,simplicity variance,3,3
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,0,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,1,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,1,4
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,14
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,21
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,7
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance,0,3
SAT_L,ACO,5000,100,simplicity variance,1,3
SAT_L,ACO,5000,100,simplicity variance,1,2
SAT_L,ACO,5000,100,simplicity variance,2,3
SAT_L,ACO,5000,100,simplicity variance,2,2
SAT_L,ACO,5000,100,simplicity variance,2,2
SAT_L,ACO,5000,100,simplicity variance,2,2
SAT_L,ACO,5000,100,simplicity variance,3,4
SAT_L,ACO,5000,100,simplicity variance,3,3
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,4
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,3,2
SAT_L,ACO,5000,100,simplicity variance,4,3
SAT_L,ACO,5000,100,simplicity variance,4,3
SAT_L,ACO,5000,100,simplicity variance,4,2
SAT_L,ACO,5000,100,simplicity variance,4,4
SAT_L,ACO,5000,100,simplicity variance,4,2
SAT_L,ACO,5000,100,simplicity variance,4,2
SAT_L,ACO,5000,100,simplicity variance,4,2
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance,4,3
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance,4,2
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance,4,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,0,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,1,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,1,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,4
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,5
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,4
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,3
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,ACO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance,0,4
SAT_L,BBO,5000,100,simplicity variance,1,3
SAT_L,BBO,5000,100,simplicity variance,1,3
SAT_L,BBO,5000,100,simplicity variance,2,1
SAT_L,BBO,5000,100,simplicity variance,2,4
SAT_L,BBO,5000,100,simplicity variance,2,4
SAT_L,BBO,5000,100,simplicity variance,2,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,0,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,1,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,1,4
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,20
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,BBO,5000,100,simplicity variance,0,4
SAT_L,BBO,5000,100,simplicity variance,1,3
SAT_L,BBO,5000,100,simplicity variance,1,3
SAT_L,BBO,5000,100,simplicity variance,2,1
SAT_L,BBO,5000,100,simplicity variance,2,4
SAT_L,BBO,5000,100,simplicity variance,2,5
SAT_L,BBO,5000,100,simplicity variance,2,2
SAT_L,BBO,5000,100,simplicity variance,3,2
SAT_L,BBO,5000,100,simplicity variance,3,3
SAT_L,BBO,5000,100,simplicity variance,3,2
SAT_L,BBO,5000,100,simplicity variance,3,2
SAT_L,BBO,5000,100,simplicity variance,3,2
SAT_L,BBO,5000,100,simplicity variance,3,3
SAT_L,BBO,5000,100,simplicity variance,3,2
SAT_L,BBO,5000,100,simplicity variance,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,0,5
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,1,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,1,4
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,18
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,9
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,26
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,6
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,4
SAT_L,BBO,5000,100,simplicity variance,0,5
SAT_L,BBO,5000,100,simplicity variance,1,4
SAT_L,BBO,5000,100,simplicity variance,1,3
SAT_L,BBO,5000,100,simplicity variance,2,6
SAT_L,BBO,5000,100,simplicity variance,2,4
SAT_L,BBO,5000,100,simplicity variance,2,3
SAT_L,BBO,5000,100,simplicity variance,2,1
SAT_L,BBO,5000,100,simplicity variance,3,6
SAT_L,BBO,5000,100,simplicity variance,3,3
SAT_L,BBO,5000,100,simplicity variance,3,4
SAT_L,BBO,5000,100,simplicity variance,3,3
SAT_L,BBO,5000,100,simplicity variance,3,4
SAT_L,BBO,5000,100,simplicity variance,3,3
SAT_L,BBO,5000,100,simplicity variance,3,3
SAT_L,BBO,5000,100,simplicity variance,3,1
SAT_L,BBO,5000,100,simplicity variance,4,1
SAT_L,BBO,5000,100,simplicity variance,4,2
SAT_L,BBO,5000,100,simplicity variance,4,5
SAT_L,BBO,5000,100,simplicity variance,4,3
SAT_L,BBO,5000,100,simplicity variance,4,2
SAT_L,BBO,5000,100,simplicity variance,4,2
SAT_L,BBO,5000,100,simplicity variance,4,3
SAT_L,BBO,5000,100,simplicity variance,4,1
SAT_L,BBO,5000,100,simplicity variance,4,2
SAT_L,BBO,5000,100,simplicity variance,4,5
SAT_L,BBO,5000,100,simplicity variance,4,2
SAT_L,BBO,5000,100,simplicity variance,4,2
SAT_L,BBO,5000,100,simplicity variance,4,1
SAT_L,BBO,5000,100,simplicity variance,4,1
SAT_L,BBO,5000,100,simplicity variance,4,1
SAT_L,BBO,5000,100,simplicity variance,4,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,0,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,1,4
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,1,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,9
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,4
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,2,5
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,14
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,25
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,21
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,7
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,4
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,5
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,BBO,5000,100,simplicity variance estimated_atomicity,4,3
SAT_L,BRO,5000,100,simplicity variance,0,3
SAT_L,BRO,5000,100,simplicity variance,1,1
SAT_L,BRO,5000,100,simplicity variance,1,1
SAT_L,BRO,5000,100,simplicity variance,2,1
SAT_L,BRO,5000,100,simplicity variance,2,2
SAT_L,BRO,5000,100,simplicity variance,2,1
SAT_L,BRO,5000,100,simplicity variance,2,3
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,0,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,1,10
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,1,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,4
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,5
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BRO,5000,100,simplicity variance,0,2
SAT_L,BRO,5000,100,simplicity variance,1,3
SAT_L,BRO,5000,100,simplicity variance,1,2
SAT_L,BRO,5000,100,simplicity variance,2,3
SAT_L,BRO,5000,100,simplicity variance,2,5
SAT_L,BRO,5000,100,simplicity variance,2,1
SAT_L,BRO,5000,100,simplicity variance,2,3
SAT_L,BRO,5000,100,simplicity variance,3,2
SAT_L,BRO,5000,100,simplicity variance,3,3
SAT_L,BRO,5000,100,simplicity variance,3,3
SAT_L,BRO,5000,100,simplicity variance,3,3
SAT_L,BRO,5000,100,simplicity variance,3,1
SAT_L,BRO,5000,100,simplicity variance,3,1
SAT_L,BRO,5000,100,simplicity variance,3,1
SAT_L,BRO,5000,100,simplicity variance,3,3
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,0,3
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,1,5
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,1,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,37
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,12
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,13
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance,0,4
SAT_L,BRO,5000,100,simplicity variance,1,2
SAT_L,BRO,5000,100,simplicity variance,1,0
SAT_L,BRO,5000,100,simplicity variance,2,2
SAT_L,BRO,5000,100,simplicity variance,2,2
SAT_L,BRO,5000,100,simplicity variance,2,1
SAT_L,BRO,5000,100,simplicity variance,3,4
SAT_L,BRO,5000,100,simplicity variance,3,1
SAT_L,BRO,5000,100,simplicity variance,3,3
SAT_L,BRO,5000,100,simplicity variance,3,1
SAT_L,BRO,5000,100,simplicity variance,3,2
SAT_L,BRO,5000,100,simplicity variance,3,3
SAT_L,BRO,5000,100,simplicity variance,4,3
SAT_L,BRO,5000,100,simplicity variance,4,2
SAT_L,BRO,5000,100,simplicity variance,4,1
SAT_L,BRO,5000,100,simplicity variance,4,0
SAT_L,BRO,5000,100,simplicity variance,4,2
SAT_L,BRO,5000,100,simplicity variance,4,1
SAT_L,BRO,5000,100,simplicity variance,4,3
SAT_L,BRO,5000,100,simplicity variance,4,1
SAT_L,BRO,5000,100,simplicity variance,4,2
SAT_L,BRO,5000,100,simplicity variance,4,1
SAT_L,BRO,5000,100,simplicity variance,4,2
SAT_L,BRO,5000,100,simplicity variance,4,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,0,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,1,10
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,1,4
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,22
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,28
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,40
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,20
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,14
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,26
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,6
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,4
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,30
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,39
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,25
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,18
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,4
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,3
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,BRO,5000,100,simplicity variance estimated_atomicity,4,3
SAT_L,CRO,5000,100,simplicity variance,0,3
SAT_L,CRO,5000,100,simplicity variance,1,6
SAT_L,CRO,5000,100,simplicity variance,1,2
SAT_L,CRO,5000,100,simplicity variance,2,4
SAT_L,CRO,5000,100,simplicity variance,2,3
SAT_L,CRO,5000,100,simplicity variance,2,4
SAT_L,CRO,5000,100,simplicity variance,2,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,0,4
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,1,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,1,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,4
SAT_L,CRO,5000,100,simplicity variance,0,5
SAT_L,CRO,5000,100,simplicity variance,1,4
SAT_L,CRO,5000,100,simplicity variance,1,3
SAT_L,CRO,5000,100,simplicity variance,2,5
SAT_L,CRO,5000,100,simplicity variance,2,3
SAT_L,CRO,5000,100,simplicity variance,2,3
SAT_L,CRO,5000,100,simplicity variance,2,2
SAT_L,CRO,5000,100,simplicity variance,3,8
SAT_L,CRO,5000,100,simplicity variance,3,4
SAT_L,CRO,5000,100,simplicity variance,3,4
SAT_L,CRO,5000,100,simplicity variance,3,1
SAT_L,CRO,5000,100,simplicity variance,3,5
SAT_L,CRO,5000,100,simplicity variance,3,1
SAT_L,CRO,5000,100,simplicity variance,3,3
SAT_L,CRO,5000,100,simplicity variance,3,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,0,6
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,1,19
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,1,3
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,11
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,19
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,17
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,3
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,16
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,31
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,19
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,23
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,3
SAT_L,CRO,5000,100,simplicity variance,0,3
SAT_L,CRO,5000,100,simplicity variance,1,2
SAT_L,CRO,5000,100,simplicity variance,1,2
SAT_L,CRO,5000,100,simplicity variance,2,4
SAT_L,CRO,5000,100,simplicity variance,2,3
SAT_L,CRO,5000,100,simplicity variance,2,1
SAT_L,CRO,5000,100,simplicity variance,2,1
SAT_L,CRO,5000,100,simplicity variance,3,7
SAT_L,CRO,5000,100,simplicity variance,3,3
SAT_L,CRO,5000,100,simplicity variance,3,1
SAT_L,CRO,5000,100,simplicity variance,3,4
SAT_L,CRO,5000,100,simplicity variance,3,6
SAT_L,CRO,5000,100,simplicity variance,3,2
SAT_L,CRO,5000,100,simplicity variance,3,1
SAT_L,CRO,5000,100,simplicity variance,3,2
SAT_L,CRO,5000,100,simplicity variance,4,6
SAT_L,CRO,5000,100,simplicity variance,4,6
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,4
SAT_L,CRO,5000,100,simplicity variance,4,4
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,4
SAT_L,CRO,5000,100,simplicity variance,4,0
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,1
SAT_L,CRO,5000,100,simplicity variance,4,0
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,0,3
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,1,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,1,3
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,9
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,13
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,33
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,21
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,6
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,3,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,19
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,29
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,41
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,18
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,26
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,7
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,3
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,2
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,6
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,CRO,5000,100,simplicity variance estimated_atomicity,4,1
SAT_L,PSO,5000,100,simplicity variance,0,6
SAT_L,PSO,5000,100,simplicity variance,1,3
SAT_L,PSO,5000,100,simplicity variance,1,3
SAT_L,PSO,5000,100,simplicity variance,2,4
SAT_L,PSO,5000,100,simplicity variance,2,4
SAT_L,PSO,5000,100,simplicity variance,2,4
SAT_L,PSO,5000,100,simplicity variance,2,3
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,0,3
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,1,12
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,1,4
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,2,9
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,2,2
SAT_L,PSO,5000,100,simplicity variance,0,4
SAT_L,PSO,5000,100,simplicity variance,1,4
SAT_L,PSO,5000,100,simplicity variance,1,2
SAT_L,PSO,5000,100,simplicity variance,2,4
SAT_L,PSO,5000,100,simplicity variance,2,7
SAT_L,PSO,5000,100,simplicity variance,2,6
SAT_L,PSO,5000,100,simplicity variance,2,3
SAT_L,PSO,5000,100,simplicity variance,3,5
SAT_L,PSO,5000,100,simplicity variance,3,5
SAT_L,PSO,5000,100,simplicity variance,3,4
SAT_L,PSO,5000,100,simplicity variance,3,4
SAT_L,PSO,5000,100,simplicity variance,3,5
SAT_L,PSO,5000,100,simplicity variance,3,5
SAT_L,PSO,5000,100,simplicity variance,3,4
SAT_L,PSO,5000,100,simplicity variance,3,3
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,0,5
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,1,18
SAT_L,PSO,5000,100,simplicity variance estimated_atomicity,1,2
