problem,pRef_method,sample_size,seed,kind,depth,ps_budget,ps_population,avoid_ancestors,metrics,mse,mae,r_sq,evs
SAT_M,SA,10000,0,iai,6,,,False,,18.377452440106964,3.4687310934049993,0.6186679140177167,0.619471916789528
SAT_M,Tabu,10000,0,iai,2,,,False,,10.42768004540235,2.572075229657512,0.06215567403762101,0.06217706658895594
SAT_M,Tabu,10000,0,iai,3,,,False,,9.938041520180876,2.494324920195045,0.10619276672287403,0.10639055507264128
SAT_M,Tabu,10000,0,iai,4,,,False,,9.222502463438637,2.4280486830975407,0.1705468935706822,0.17063238225126232
SAT_M,Tabu,10000,0,iai,5,,,False,,8.760278905921485,2.3762363638610653,0.21211833984216022,0.21236097624749162
SAT_M,Tabu,10000,0,iai,6,,,False,,8.59344296714436,2.312847222575076,0.2271232247127618,0.22714935878748088
SAT_L,uniform,10000,0,iai,2,,,False,,45.23510225339682,5.380073142824855,0.03014499152956107,0.030227764655009648
SAT_L,uniform,10000,0,iai,3,,,False,,44.12588275639,5.310355481128376,0.053927011047033124,0.05395717086989871
SAT_L,uniform,10000,0,iai,4,,,False,,43.18529494961933,5.240232630388505,0.07409351338392689,0.07412117571380239
SAT_L,uniform,10000,0,iai,5,,,False,,42.49490433373354,5.178364588040753,0.08889570821189474,0.0889374552084864
SAT_L,uniform,10000,0,iai,6,,,False,,42.49490433373354,5.178364588040753,0.08889570821189474,0.0889374552084864
SAT_L,GA,10000,0,iai,2,,,False,,130.85290913664338,8.581871637291766,0.29225339029974917,0.29225495101646826
SAT_L,GA,10000,0,iai,3,,,False,,93.37294581522062,6.988641499167942,0.49497197827341477,0.4949774202963694
SAT_L,GA,10000,0,iai,4,,,False,,69.72734890934393,5.844857629775142,0.6228643664128127,0.6229520376122379
SAT_L,GA,10000,0,iai,5,,,False,,51.34572059048286,5.016908536179393,0.7222854278877151,0.7224436644214471
SAT_L,GA,10000,0,iai,6,,,False,,42.6480034325055,4.299698553824366,0.7693289355277478,0.770926509044835
SAT_L,SA,10000,0,iai,2,,,False,,95.55151884679445,7.780135898258229,0.19538689687572963,0.19714408908272696
SAT_L,SA,10000,0,iai,3,,,False,,77.26860831270878,6.876101046301229,0.34934226625673226,0.351780842789316
SAT_L,SA,10000,0,iai,4,,,False,,51.57209813244228,5.581161743367883,0.5657255225894731,0.5681222197259508
SAT_L,SA,10000,0,iai,5,,,False,,35.06296051017402,4.485848111706408,0.7047444373328103,0.7051292355414778
SAT_L,SA,10000,0,iai,6,,,False,,20.715693511396232,3.459928101956306,0.825558833174581,0.8276757622951275
SAT_L,Tabu,10000,0,iai,2,,,False,,19.839541134881856,3.5508033721964103,0.04614122641445295,0.04648341471175188
SAT_L,Tabu,10000,0,iai,3,,,False,,18.49801197918394,3.439995561217744,0.11064016550198186,0.1107658722156043
SAT_L,Tabu,10000,0,iai,4,,,False,,16.61068375302266,3.256905170670717,0.20138039860114354,0.20151136536133663
SAT_L,Tabu,10000,0,iai,5,,,False,,15.355514340998505,3.138736940948561,0.2617272759737477,0.26175930668213654
SAT_L,Tabu,10000,0,iai,6,,,False,,13.416804286092402,2.894929307660479,0.3549378791191675,0.35534113140647716
GC_S,uniform,10000,0,iai,2,,,False,,395.2854172500014,15.40620249999993,-0.000541436788140004,-2.220446049250313e-16
GC_S,uniform,10000,0,iai,3,,,False,,395.2854172500014,15.40620249999993,-0.000541436788140004,-2.220446049250313e-16
GC_S,uniform,10000,0,iai,4,,,False,,395.2854172500014,15.40620249999993,-0.000541436788140004,-2.220446049250313e-16
GC_S,uniform,10000,0,iai,5,,,False,,395.2854172500014,15.40620249999993,-0.000541436788140004,-2.220446049250313e-16
GC_S,uniform,10000,0,iai,6,,,False,,395.2854172500014,15.40620249999993,-0.000541436788140004,-2.220446049250313e-16
GC_S,GA,10000,0,iai,2,,,False,,917.9684500986482,23.58920275743676,0.41629742462099684,0.4163319884190483
GC_S,GA,10000,0,iai,3,,,False,,563.6972265282491,16.762910248728584,0.6415655431042522,0.6417466691121387
GC_S,GA,10000,0,iai,4,,,False,,424.93095312481785,14.487676177723925,0.7298019428984122,0.729984087718101
GC_S,GA,10000,0,iai,5,,,False,,332.3919115213277,12.801022863977952,0.7886441361145922,0.7888031439790888
GC_S,GA,10000,0,iai,6,,,False,,251.72377769723647,10.779741215093395,0.8399380530886232,0.8401926334895431
GC_S,SA,10000,0,iai,2,,,False,,865.2914483963709,22.411505211747972,0.2734793427267995,0.2739862865854339
GC_S,SA,10000,0,iai,3,,,False,,578.6684842340602,18.565802676076473,0.5141352566373297,0.5146699425955565
GC_S,SA,10000,0,iai,4,,,False,,369.7537596412658,15.092927385481898,0.6895453607201787,0.6896503350372133
GC_S,SA,10000,0,iai,5,,,False,,187.71454183251356,10.675780735066791,0.8423901073278336,0.8430721173064736
GC_S,SA,10000,0,iai,6,,,False,,131.90629048819696,8.558359456041384,0.8892481313185754,0.889281446643047
GC_S,Tabu,10000,0,iai,2,,,False,,194.28940453780223,11.078218508440415,0.07269641152121986,0.07282476066427856
GC_S,Tabu,10000,0,iai,3,,,False,,172.92503970914234,10.25713065250947,0.17466415504442123,0.17483981136153093
GC_S,Tabu,10000,0,iai,4,,,False,,152.98672605102195,9.767233629721002,0.26982564801092623,0.26989016750029704
GC_S,Tabu,10000,0,iai,5,,,False,,116.4620470979079,8.505928283767316,0.4441504700043365,0.4444012731346564
GC_S,Tabu,10000,0,iai,6,,,False,,88.73259662404668,7.399170604328648,0.5764974654162922,0.5766342544990875
GC_L,uniform,10000,0,iai,2,,,False,,228.62935624999994,11.965480500000002,-0.0007126305985525327,0.0
GC_L,uniform,10000,0,iai,3,,,False,,228.62935624999994,11.965480500000002,-0.0007126305985525327,0.0
GC_L,uniform,10000,0,iai,4,,,False,,228.62935624999994,11.965480500000002,-0.0007126305985525327,0.0
GC_L,uniform,10000,0,iai,5,,,False,,225.73099733415177,11.905518351927084,0.011973510948054766,0.012348755771213304
GC_L,uniform,10000,0,iai,6,,,False,,224.60074668379542,11.887690505431188,0.016920627626794138,0.017318749505272346
GC_L,GA,10000,0,iai,2,,,False,,331.6258630837418,13.826294269241416,0.40591018749629804,0.4072846671310276
GC_L,GA,10000,0,iai,3,,,False,,231.23428530804193,11.218038050340898,0.5857562738754407,0.5860004036915232
GC_L,GA,10000,0,iai,4,,,False,,171.92560004491884,8.95124148890154,0.6920045784562943,0.692254424867482
GC_L,GA,10000,0,iai,5,,,False,,123.7231777846919,7.967609859276478,0.7783566130549083,0.7787479271419653
GC_L,GA,10000,0,iai,6,,,False,,109.59812587658826,7.1467086544784095,0.8036608802241167,0.8042836017608697
GC_L,SA,10000,0,iai,2,,,False,,342.4555945488425,14.899986081018483,0.12184368856484618,0.12497194330772476
GC_L,SA,10000,0,iai,3,,,False,,266.835840920712,12.513867717420624,0.31575485536940273,0.3159721618980401
GC_L,SA,10000,0,iai,4,,,False,,211.92618353176894,11.333569464069116,0.45655927778909555,0.4569506690596611
GC_L,SA,10000,0,iai,5,,,False,,152.02802525977341,9.601372835495454,0.6101556755912421,0.6102478547810535
GC_L,SA,10000,0,iai,6,,,False,,100.42076401896603,7.45489209723052,0.7424917883482909,0.7424935556437007
GC_L,Tabu,10000,0,iai,2,,,False,,68.97221357155952,6.523355829664118,0.026500172370989228,0.026662917355541715
GC_L,Tabu,10000,0,iai,3,,,False,,64.95748090668313,6.26984423768498,0.08316562291766139,0.08347382165019168
GC_L,Tabu,10000,0,iai,4,,,False,,60.540964153563124,6.063004105443542,0.14550200557445703,0.14580573127443663
GC_L,Tabu,10000,0,iai,5,,,False,,54.41755459065036,5.761387097455155,0.23193011691544885,0.2320877290817297
GC_L,Tabu,10000,0,iai,6,,,False,,47.11658682006665,5.345587199919437,0.3349787287859972,0.33517146439352163
BT,uniform,10000,0,iai,2,,,False,,29.1712857083986,4.242242383665204,0.0709616244368193,0.07099856914510738
BT,uniform,10000,0,iai,3,,,False,,27.32110789436175,4.110364094587664,0.12988553365488142,0.12989582402556643
BT,uniform,10000,0,iai,4,,,False,,26.327746355725814,4.035352534162549,0.1615218146000017,0.16161401988136037
BT,uniform,10000,0,iai,5,,,False,,25.204968180921938,3.929517247217671,0.19727971783624032,0.19730301234640535
BT,uniform,10000,0,iai,6,,,False,,24.98964346457483,3.9167305464562334,0.20413731495051923,0.20447732328471413
BT,GA,10000,0,iai,2,,,False,,135.28727554375342,8.468137868775099,0.5396288780476406,0.5397392228795359
BT,GA,10000,0,iai,3,,,False,,76.37166920200588,6.189864477589941,0.7401136884855739,0.740184515536688
BT,GA,10000,0,iai,4,,,False,,58.257657355288956,5.425232406527168,0.801754134147697,0.8018760073940538
BT,GA,10000,0,iai,5,,,False,,40.11231636208765,4.462868791642274,0.8635011902375846,0.8635163258395184
BT,GA,10000,0,iai,6,,,False,,32.67695663380789,4.031426482124395,0.8888030886346774,0.888818023646839
BT,SA,10000,0,iai,2,,,False,,105.85512659480455,8.059145000393821,0.44679504911628753,0.4469696127957833
BT,SA,10000,0,iai,3,,,False,,54.438614982538574,5.389318799594238,0.7155006819568559,0.7158170174330305
BT,SA,10000,0,iai,4,,,False,,31.108323652008284,4.2773123064870635,0.8374261199095432,0.8384099229155026
BT,SA,10000,0,iai,5,,,False,,15.616068043943814,3.133739110629473,0.9183895345162182,0.9184561547590148
BT,SA,10000,0,iai,6,,,False,,11.032703492682508,2.570531508995141,0.9423424600194702,0.9423442806723652
BT,Tabu,10000,0,iai,2,,,False,,34.167426662726875,4.599181139131962,0.07316108788171038,0.07328072576862787
BT,Tabu,10000,0,iai,3,,,False,,30.74696252518162,4.402239297008579,0.16594592917151263,0.16595024509636824
BT,Tabu,10000,0,iai,4,,,False,,26.354409278255712,4.0447929377228675,0.28510003793685645,0.28515695202925717
BT,Tabu,10000,0,iai,5,,,False,,22.199785684158957,3.7187410051606484,0.3977999743477625,0.39782947420516224
BT,Tabu,10000,0,iai,6,,,False,,18.04817890557622,3.3005975892840196,0.5104180754470229,0.5104888554612306
